Address,Building Name,Neighborhood,City,Price (Last Known),PPSF,R,Bd,Total Ba,MLS Ba,Full Ba,HBa,Sq Ft,Monthly Fees,Monthly Fees & Taxes,Taxes Per Mo.,MLS Property Type,MLS Property Subtype,Compass Property Type,Status,DOM,Updated Date,Listed Date,Listed Price,Last Asking,Contract Date,Sold Price,Closed Price Verification,Sold Date,Open House,Open House Type,ZIP,Building Size,Lot Size,Outdoor Space,Year Built,Service Level,Building Units,Notes
2850 Miles Ave,2850 Miles Ave,Throgs Neck,Bronx,"$755,000 ",$315 ,,6,,4,,,"2,400",,$582 ,$582 ,House/Building,All Multi Family/Two Family/Single Family,Townhouse/Multi Family/Single Family,Sold,39,10/29/20,5/11/20,"$735,000 ","$735,000 ",7/31/20,"$755,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020110200473001"" target=""_blank"">Verified by Public Record</a>",10/28/20,,,10465,20' x 40',"2,362 SF / 25.25' x 93.58'",,1930,,2,
"4901 Henry Hudson Pkwy W, Unit 7C",Windsor North,Riverdale,Bronx,"$240,000 ",,3,1,1,1,1,,,$795 ,$795 ,,Co-op,,Co-op,Sold,501,11/5/20,3/13/19,"$245,000 ","$245,000 ",,"$240,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020102700817001"" target=""_blank"">Verified by Public Record</a>",10/29/20,,,10471,,,"Private Terrace
Common Garden
Common Outdoor Space
Private Outdoor Space",1961,"Doorman, Full-Time Doorman",133,
"883 E 165th St, Unit 5G",883 E 165th St,Foxhurst,Bronx,"$127,000 ",$159 ,,1,1,1,1,,800,$542 ,$542 ,,Co-op/Residential,Coop,Co-op,Sold,88,10/29/20,4/10/20,"$142,000 ","$135,000 ",10/29/20,"$127,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020102901031001"" target=""_blank"">Verified by Public Record</a>",10/29/20,,,10459,,,,1907,,38,
3036 Kingsbridge Ter,3036 Kingsbridge Ter,Kingsbridge Heights,Bronx,"$560,000 ",$157 ,,,,,,,"3,560",,,,House/Building,Three Family/All Multi Family,Multi Family/Townhouse,Sold,,,,,,,"$560,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020110200836001"" target=""_blank"">Public Record Only</a>",10/29/20,,,10463,20' x 45',"2,100 SF / 20' x 105'",,1940,,3,
"1506 Overing St, Unit 5B",1506 Overing St,Westchester Village,Bronx,"$140,000 ",$187 ,4,1,1,1,1,,750,$564 ,$564 ,,Co-Operative,,Co-op,Sold,56,10/29/20,6/16/20,"$149,000 ","$149,000 ",8/11/20,"$140,000 ",Unverified,10/29/20,,,10461,,,,,,,
"1500 Archer Rd, Unit 5D",1500 Archer Rd,Parkchester,Bronx,"$145,000 ",$235 ,3,1,1,1,1,,618,$683 ,$750 ,$67 ,Condominium/Condo,,Condo,Sold,84,11/10/20,6/1/20,"$159,000 ","$159,000 ",8/24/20,"$145,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020110600454001"" target=""_blank"">Verified by Public Record</a>",10/29/20,,,10462,,,,,,,
4044 Edson Ave,4044 Edson Ave,Edenwald,Bronx,"$473,500 ",$365 ,6,2,1,1,1,,"1,296",,$340 ,$340 ,House/Building/Single Family,All Multi Family/Two Family/Single Family,Townhouse/Multi Family/Single Family,Sold,24,10/29/20,7/31/20,"$499,000 ","$499,000 ",8/24/20,"$473,500 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020112200121001"" target=""_blank"">Verified by Public Record</a>",10/29/20,,,10466,18.5' x 36',"2,500 SF / 25' x 100'",Deck,1935,,1,
1031 Tiffany St,1031 Tiffany St,Foxhurst,Bronx,"$481,658 ",$287 ,,,,,,,"1,680",,,,House/Building,Two Family/All Multi Family,Multi Family/Townhouse,Sold,,,,,,,"$481,658 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020111600562001"" target=""_blank"">Public Record Only</a>",10/29/20,,,10459,21' x 40',"2,100 SF / 21' x 100'",,1993,,2,
2152 Ellis Ave,2152 Ellis Ave,Unionport,Bronx,"$759,000 ",$238 ,,,,,,,"3,186",,,,House/Building,Two Family/All Multi Family,Multi Family/Townhouse,Sold,,,,,,,"$759,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020111700765002"" target=""_blank"">Public Record Only</a>",10/29/20,,,10462,21' x 50',"2,549 SF / 24.75' x 103'",,1920,,2,
"3755 Henry Hudson Pkwy W, Unit 3G",3755 Henry Hudson Pkwy W,Riverdale,Bronx,"$457,000 ",,,,,,,,,,,,Co-op,,Co-op,Sold,,1/19/21,,,,,"$457,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020103001130001"" target=""_blank"">Public Record Only</a>",10/29/20,,,10463,,,,1961,,92,
3215 Fenton Ave,3215 Fenton Ave,Baychester,Bronx,"$590,000 ",$363 ,7,3,2,2,2,,"1,625",,$281 ,$281 ,House/Building/Single Family,Single Family,Townhouse/Single Family,Sold,22,10/29/20,8/2/20,"$549,000 ","$590,000 ",8/24/20,"$590,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020110201029001"" target=""_blank"">Verified by Public Record</a>",10/29/20,,,10469,16' x 40',"2,050 SF / 20.5' x 100'",,1920,,1,
1664 Zerega Ave,1664 Zerega Ave,Westchester Village,Bronx,"$780,000 ",,10,8,4,3.5,3,1,,,$369 ,$369 ,House/Building/Multi Family,All Multi Family/Two Family,Townhouse/Multi Family,Sold,149,7/3/20,2/3/20,"$779,000 ","$789,999 ",,"$780,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020110200769001"" target=""_blank"">Verified by Public Record</a>",10/29/20,,,10461,,,,1910,,2,
1832 Hering Ave,1832 Hering Ave,Morris Park,Bronx,"$855,000 ",$343 ,,6,3,2.5,2,1,"2,495",,$665 ,$665 ,Multi Family/Multi-Family 2-4,Detached,Multi Family,Sold,30,10/30/20,1/8/20,"$729,000 ","$729,000 ",8/28/20,"$855,000 ",Unverified,10/29/20,,,10461,22' x 49',"5,394 SF / 43.42' x 124.25'",Private Outdoor Space,1933,,2,
716 E 227th St,716 E 227th St,Wakefield,Bronx,"$750,000 ",$202 ,,8,4,4,4,,"3,717",,"$1,024 ","$1,025 ",House/Building/Multi Family,4+ Family/All Multi Family,Townhouse/Multi Family,Sold,49,11/4/20,7/2/20,"$899,000 ","$999,000 ",8/19/20,"$750,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020111100665001"" target=""_blank"">Verified by Public Record</a>",10/29/20,,,10466,29.5' x 63',"4,046 SF / 35.42' x 114.25'",,1930,,4,
2207 Wilson Ave,2207 Wilson Ave,Pelham Gardens,Bronx,"$635,000 ",,8,3,3,2.5,2,1,,,$457 ,$457 ,House/Building/Single Family,Single Family,Townhouse/Single Family,Sold,22,10/30/20,6/23/20,"$615,000 ","$615,000 ",7/15/20,"$635,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020111000882001"" target=""_blank"">Verified by Public Record</a>",10/29/20,,,10469,19' x 36',"2,400 SF / 24' x 100'","Deck
Private Outdoor Space",1955,,1,
2916 Tenbroeck Ave,2916 Tenbroeck Ave,Laconia,Bronx,"$430,000 ",$629 ,6,3,2,1.5,1,1,684,,$343 ,$343 ,House/Building/Single Family,Single Family,Townhouse/Single Family,Sold,36,10/30/20,7/28/20,"$425,000 ","$425,000 ",9/1/20,"$430,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020111300285001"" target=""_blank"">Verified by Public Record</a>",10/29/20,,,10469,19' x 40',"2,500 SF / 25' x 100'",,1915,,1,
340 E 141st St,340 E 141st St,Mott Haven,Bronx,"$999,000 ",$425 ,12,5,5,4.5,4,1,"2,352",,$191 ,$192 ,House/Building/Multi Family,All Multi Family/Two Family,Townhouse/Multi Family,Sold,65,11/3/20,7/21/20,"$1,100,000 ","$1,100,000 ",9/24/20,"$999,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020121700943001"" target=""_blank"">Verified by Public Record</a>",10/29/20,,,10454,13' x 52',"1,325 SF / 13.25' x 100'",,1901,,1,
1247 Fteley Ave,1247 Fteley Ave,Bronx River,Bronx,"$242,812 ",$80 ,,,,,,,"3,050",,,,House/Building,Two Family/All Multi Family,Multi Family/Townhouse,Sold,,,,,,,"$242,812 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020120200688001"" target=""_blank"">Public Record Only</a>",10/29/20,,,10472,20' x 70',"2,500 SF / 25' x 100'",,1930,,2,
1036 Leland Ave,n/a,Soundview-Bruckner,Bronx,"$112,000 ",,,,,,,,,,$83 ,$83 ,Land,,Land,Sold,,,,,,,"$112,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020110400245001"" target=""_blank"">Public Record Only</a>",10/29/20,,,10472,,0.06 AC,,,,0,
1071 White Plains Rd,1071 White Plains Rd,Soundview-Bruckner,Bronx,"$960,000 ",$308 ,15,7,5,4.5,4,1,"3,120",,$506 ,$507 ,Multi Family,,Multi Family,Sold,66,11/2/20,6/9/20,"$949,000 ","$949,000 ",8/14/20,"$960,000 ",Unverified,10/29/20,,,10472,20' x 52',"2,481 SF / 25' x 99.25'",,1930,,3,
3186 Rawlins Ave,3186 Rawlins Ave,Country Club,Bronx,"$658,000 ",$366 ,,3,2,2,2,,"1,800",,$464 ,$464 ,House/Building/Multi Family,All Multi Family/Two Family,Townhouse/Multi Family,Sold,22,10/5/20,8/17/20,"$658,888 ","$658,888 ",9/8/20,"$658,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020110500169001"" target=""_blank"">Verified by Public Record</a>",10/29/20,,,10465,21.58' x 42.5',"2,245 SF / 26.42' x 85'","Porch
Private Outdoor Space",1955,,2,
1645 Popham Ave,1645 Popham Ave,Morris Heights,Bronx,"$2,500,000 ",$905 ,,,,,,,"2,762",,$146 ,$146 ,House/Building,Undefined Multi Family/All Multi Family,Multi Family/Townhouse,Sold,,,,,,,"$2,500,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020110600315001"" target=""_blank"">Public Record Only</a>",10/29/20,,,10453,25' x 55',"2,500 SF / 25' x 100'",,2016,,9,
1643 Popham Ave,1643 Popham Ave,Morris Heights,Bronx,"$2,500,000 ",,,,,,,,,,,,House/Building,Undefined Multi Family/All Multi Family,Multi Family/Townhouse,Sold,,,,,,,"$2,500,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020110600321001"" target=""_blank"">Public Record Only</a>",10/29/20,,,10453,25' x 55',"2,500 SF / 25' x 100'",,2016,,9,
834 Hollywood Ave,n/a,Throgs Neck,Bronx,"$640,000 ",$465 ,6,3,2,1.5,1,1,"1,376",,$452 ,$452 ,Single Family,,Single Family,Sold,14,10/30/20,9/14/20,"$597,000 ","$597,000 ",9/28/20,"$640,000 ",Unverified,10/29/20,,,10465,16' x 34',"2,000 SF / 20' x 100'",,1920,,1,
"2621 Palisade Ave, Unit 7A",2621 Palisade Ave,Spuyten Duyvil,Bronx,"$760,000 ",,5,2,2,2,2,,,"$1,577 ","$1,577 ",,Co-op,,Co-op,Sold,39,10/30/20,7/31/20,"$775,000 ","$775,000 ",9/8/20,"$760,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020111600638001"" target=""_blank"">Verified by Public Record</a>",10/30/20,,,10463,,,"Private Terrace
Common Outdoor Space",1962,Full-Time Doorman,180,
"4445 Post Rd, Unit 1H",4445 Post Rd,Fieldston,Bronx,"$130,000 ",$260 ,2,Studio,1,1,1,,500,$603 ,$603 ,,Co-op/Co-Operative,Detached,Co-op,Sold,15,10/30/20,8/20/20,"$129,999 ","$129,999 ",9/4/20,"$130,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020110900226001"" target=""_blank"">Verified by Public Record</a>",10/30/20,,,10471,,,,1940,,68,
"3176 Decatur Ave, Unit 3E",Decatur Towers,Norwood,Bronx,"$150,000 ",$214 ,5,1,1,1,1,,700,$750 ,$750 ,,Co-op/Co-Operative,,Co-op,Sold,62,10/30/20,4/15/20,"$140,000 ","$140,000 ",7/28/20,"$150,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020112800049001"" target=""_blank"">Verified by Public Record</a>",10/30/20,,,10467,,,,1960,,63,
"1504 Metropolitan Ave, Unit 1F",1504 Metropolitan Ave,Parkchester,Bronx,"$165,618 ",$289 ,2,1,1,1,1,,573,$609 ,$638 ,$30 ,Condominium/Other,Attached,Condo/Other,Sold,152,11/6/20,12/31/19,"$197,160 ","$179,800 ",9/28/20,"$165,618 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2021011201277002"" target=""_blank"">Verified by Public Record</a>",10/30/20,,,10462,,,,,,,
2344 Gleason Ave,2344 Gleason Ave,Unionport,Bronx,"$400,000 ",$134 ,,,,,,,"2,979",,,,House/Building,Two Family/All Multi Family,Multi Family/Townhouse,Sold,,,,,,,"$400,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020110300324001"" target=""_blank"">Public Record Only</a>",10/30/20,,,10462,21' x 50',"2,575 SF / 25' x 103'",,1930,,2,
3939 Wilder Ave,3939 Wilder Ave,Edenwald,Bronx,"$445,000 ",$399 ,5,3,2,1.5,1,1,"1,116",,$346 ,$347 ,House/Building/Single Family,All Multi Family/Two Family/Single Family,Townhouse/Multi Family/Single Family,Sold,28,10/30/20,5/26/20,"$455,000 ","$455,000 ",6/19/20,"$445,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020111200930001"" target=""_blank"">Verified by Public Record</a>",10/30/20,,,10466,18' x 31',"1,710 SF / 18' x 95'",,1959,,1,
944 Rev James A Polite Ave,944 Rev James A Polite Ave,Foxhurst,Bronx,"$630,000 ",$225 ,,Studio,,,,,"2,802",,$505 ,$505 ,Multi Family/Multi-Family 2-4,Attached,Multi Family,Sold,52,10/30/20,3/4/20,"$799,900 ","$669,900 ",5/29/20,"$630,000 ",Unverified,10/30/20,,,10459,18' x 52',"1,507 SF / 18.84' x 80'",,2006,,3,
1530 Charlotte St,1530 Charlotte St,Crotona Park East,Bronx,"$680,000 ",$252 ,6,3,2,2,2,,"2,700",,$383 ,$384 ,House/Building/Single Family,Single Family,Townhouse/Single Family,Sold,35,10/30/20,7/14/20,"$695,000 ","$695,000 ",8/18/20,"$680,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020110501104001"" target=""_blank"">Verified by Public Record</a>",10/30/20,,,10460,48' x 24',"7,000 SF / 70' x 100'","Deck
Private Outdoor Space",1986,,1,
268 E 236th St,268 E 236th St,Woodlawn Heights,Bronx,"$545,000 ",$256 ,8,3,3,2.5,2,1,"2,126",,$465 ,$465 ,House/Building/Single Family,Single Family,Townhouse/Single Family,Sold,129,6/22/20,6/22/20,"$549,000 ","$549,000 ",,"$545,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020111801000002"" target=""_blank"">Verified by Public Record</a>",10/30/20,,,10470,18' x 40',"2,500 SF / 25' x 100'","Deck
Back Yard",1920,,1,
3561 Willett Ave,3561 Willett Ave,Williamsbridge,Bronx,"$790,000 ",$329 ,,9,3,3,3,,"2,400",,$449 ,$450 ,House/Building/Multi Family,All Multi Family/Two Family,Townhouse/Multi Family,Sold,22,7/28/20,7/5/20,"$750,000 ","$750,000 ",,"$790,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020110300345003"" target=""_blank"">Verified by Public Record</a>",10/30/20,,,10467,20' x 50',"5,000 SF / 50' x 100'",,1901,,2,
"46-c Edgewater, Unit 46C",46-c Edgewater,Bronx,Bronx,"$410,000 ",$269 ,6,3,2,2,2,,"1,524",$390 ,$390 ,,Co-Operative,,Co-op,Sold,205,10/30/20,1/21/20,"$495,000 ","$435,000 ",8/13/20,"$410,000 ",Unverified,10/30/20,,,10465,,,"Playground
Private Outdoor Space",,,,
1465 Pelham Pkwy N,1465 Pelham Pkwy N,Pelham Gardens,Bronx,"$627,500 ",$311 ,6,4,3,2.5,2,1,"2,018",,$563 ,$564 ,House/Building/Single Family,Attached/Single Family,Townhouse/Single Family,Sold,122,10/30/20,3/31/20,"$675,000 ","$660,000 ",8/29/20,"$627,500 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020110300138001"" target=""_blank"">Verified by Public Record</a>",10/30/20,,,10469,19.5' x 37',"2,627 SF / 23.67' x 111'","Private Yard
Porch
Common Garden
Private Outdoor Space",1950,,1,
454-464 E 148th St,454-464 E 148th St,Mott Haven,Bronx,"$11,250,000 ",$122 ,,,,,,,"91,998",,,,House/Building,Undefined Multi Family/All Multi Family,Multi Family/Townhouse,Sold,,,,,,,"$11,250,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020110600440001"" target=""_blank"">Public Record Only</a>",10/30/20,,,10455,,,,,,,
2230 Eastchester Rd,2230 Eastchester Rd,Pelham Gardens,Bronx,"$750,000 ",$286 ,,4,4,3.5,3,1,"2,620",,$625 ,$625 ,House/Building/Multi Family/Multi-Family 2-4,Attached/All Multi Family/Two Family,Townhouse/Multi Family,Sold,239,10/30/20,10/29/19,"$789,000 ","$760,000 ",7/1/20,"$750,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020110400433001"" target=""_blank"">Verified by Public Record</a>",10/30/20,,,10469,20' x 46',"3,339 SF / 27.5' x 121.42'","Deck
Private Outdoor Space",1955,,2,
2864 E 195th St,2864 E 195th St,Pelham Bay,Bronx,"$877,000 ",$447 ,8,6,5,5,5,,"1,960",,$446 ,$447 ,House/Building/Multi Family,All Multi Family/Two Family,Townhouse/Multi Family,Sold,19,11/5/20,8/14/20,"$849,000 ","$875,000 ",9/2/20,"$877,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020111300727001"" target=""_blank"">Verified by Public Record</a>",10/30/20,,,10461,20' x 49',"2,500 SF / 25' x 100'",,1920,,1,
1452 Leland Ave,1452 Leland Ave,Stratton Park,Bronx,"$1,136,000 ",$295 ,,8,4,4,4,,"3,850",,$988 ,$988 ,House/Building/Multi Family,4+ Family/All Multi Family,Townhouse/Multi Family,Sold,31,10/30/20,8/10/20,"$1,198,000 ","$1,198,000 ",9/10/20,"$1,136,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020111200562001"" target=""_blank"">Verified by Public Record</a>",10/30/20,,,10460,25' x 77',"2,250 SF / 25' x 90'",,1924,,4,
2864 E 195th St,2864 E 195th St,Pelham Bay,Bronx,"$877,000 ",$447 ,8,6,5,5,5,,"1,960",,$454 ,$455 ,House/Building/Multi Family,All Multi Family/Two Family,Townhouse/Multi Family,Sold,153,8/11/20,3/10/20,"$899,000 ","$849,999 ",,"$877,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020111300727001"" target=""_blank"">Verified by Public Record</a>",10/30/20,,,10461,20' x 49',"2,500 SF / 25' x 100'",,1920,,1,
2547 Westervelt Ave,2547 Westervelt Ave,Pelham Gardens,Bronx,"$545,000 ",$389 ,7,3,2,1.5,1,1,"1,400",,$306 ,$307 ,House/Building/Single Family,Attached/Single Family,Townhouse/Single Family,Sold,36,10/30/20,2/3/20,"$539,000 ","$539,000 ",3/10/20,"$545,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020111701092001"" target=""_blank"">Verified by Public Record</a>",10/30/20,,,10469,20' x 33',"2,000 SF / 20' x 100'",,1931,,1,
1067 Sacket Ave,1067 Sacket Ave,Morris Park,Bronx,"$869,800 ",$305 ,9,3,,4,3,1,"2,850",,$679 ,$679 ,House/Building/Multi Family,All Multi Family/Three Family/Undefined Multi Family,Townhouse/Multi Family,Sold,77,11/11/20,7/1/20,"$945,000 ","$845,000 ",9/16/20,"$869,800 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020110500528001"" target=""_blank"">Verified by Public Record</a>",10/30/20,,,10461,20' x 40',"5,654 SF / 50.59' x 111.78'",Private Terrace,1931,,3,
4330 Edson Ave,4330 Edson Ave,Wakefield,Bronx,"$773,800 ",$270 ,,9,,3,3,,"2,862",,,,House/Building,Three Family/All Multi Family,Multi Family/Townhouse,Sold,,,,,,,"$773,800 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020111000844001"" target=""_blank"">Public Record Only</a>",10/30/20,,,10466,18' x 59',"2,309 SF / 26.42' x 87.42'",,1925,,3,
1638 St Peters Ave,1638 St Peters Ave,Westchester Village,Bronx,"$775,000 ",$238 ,,6,2,2,2,,"3,260",,$271 ,$272 ,House/Building/Multi Family,All Multi Family/Two Family/Single Family,Townhouse/Multi Family/Single Family,Sold,2,11/2/20,7/22/20,"$865,000 ","$865,000 ",7/27/20,"$775,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020111100749001"" target=""_blank"">Verified by Public Record</a>",10/30/20,,,10461,20' x 50',"2,510 SF / 25' x 100.42'",,1910,,2,
1405 Pelham Pkwy N,1405 Pelham Pkwy N,Pelham Gardens,Bronx,"$825,000 ",$306 ,,5,3,2.5,2,1,"2,694",,$625 ,$625 ,House/Building/Multi Family/Multi-Family 2-4,All Multi Family/Two Family/Detached/Single Family,Townhouse/Multi Family/Single Family,Sold,201,11/1/20,1/28/20,"$975,000 ","$864,000 ",8/16/20,"$825,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020110200885001"" target=""_blank"">Verified by Public Record</a>",10/30/20,,,10469,21.5' x 38',"3,025 SF / 30.25' x 100'","Deck
Private Outdoor Space",1960,,2,
2435 Woodhull Ave,2435 Woodhull Ave,Pelham Gardens,Bronx,"$793,100 ",$348 ,6,4,3,2.5,2,1,"2,280",,$224 ,$225 ,House/Building/Single Family,Single Family,Townhouse/Single Family,Sold,97,11/1/20,5/9/20,"$899,000 ","$825,000 ",8/14/20,"$793,100 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020111100600002"" target=""_blank"">Verified by Public Record</a>",10/30/20,,,10469,20' x 38',"8,000 SF / 50' x 160'",,1940,,1,
1215 Evergreen Ave,1215 Evergreen Ave,Bronx River,Bronx,"$630,000 ",$297 ,,3,3,3,3,,"2,118",,$400 ,$400 ,House/Building/Multi Family/Multi-Family 2-4,All Multi Family/Two Family/Detached,Townhouse/Multi Family,Sold,185,10/30/20,3/3/20,"$679,999 ","$625,004 ",9/18/20,"$630,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020111301259001"" target=""_blank"">Verified by Public Record</a>",10/30/20,,,10472,20' x 32',"2,000 SF / 20' x 100'",Deck,1920,,2,
2340 Beaumont Ave,2340 Beaumont Ave,Belmont,Bronx,"$6,250,000 ",$121 ,,,,,,,"51,600",,,,House/Building,Undefined Multi Family/All Multi Family,Multi Family/Townhouse,Sold,,,,,,,"$6,250,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020110600280001"" target=""_blank"">Public Record Only</a>",10/30/20,,,10458,120' x 64',"15,000 SF / 150' x 100'",,1997,,56,
1505 Bayview Ave,1505 Bayview Ave,Spencer Estates,Bronx,"$625,000 ",$445 ,8,4,2,2,2,,"1,406",,$446 ,$447 ,House/Building/Multi Family/Multi-Family 2-4/Single Family,Detached/Single Family,Townhouse/Multi Family/Single Family,Sold,6,12/18/20,6/25/19,"$629,000 ","$629,000 ",,"$625,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020111000751001"" target=""_blank"">Verified by Public Record</a>",10/30/20,,,10465,30' x 20',"3,750 SF / 50' x 75'","Deck
Private Outdoor Space",1945,,2,
538 Throgs Neck Expy,538 Throgs Neck Expy,Throgs Neck,Bronx,"$755,000 ",$288 ,,6,3,3,3,,"2,620",,$394 ,$395 ,House/Building/Multi Family,All Multi Family/Two Family,Townhouse/Multi Family,Sold,39,10/30/20,7/16/20,"$749,999 ","$749,999 ",8/22/20,"$755,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020110300544001"" target=""_blank"">Verified by Public Record</a>",10/30/20,,,10465,20' x 40',"2,525 SF / 27.75' x 91'",,1950,,2,
"46-c Edgewater Park, Unit 46C",46-c Edgewater Park,Bronx,Bronx,"$410,000 ",,,,,,,,,,,,Co-op,,Co-op,Sold,,,,,,,"$410,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020103000993001"" target=""_blank"">Public Record Only</a>",10/30/20,,,,,,,,,,
444 King Ave,444 King Ave,City Island,Bronx,"$625,000 ",$168 ,,,,,,,"3,727",,,,House/Building,Two Family/All Multi Family,Multi Family/Townhouse,Sold,,,,,,,"$625,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020112401267001"" target=""_blank"">Public Record Only</a>",11/1/20,,,10464,41' x 28',"7,500 SF / 75' x 100'",,1940,,2,
"4555 Henry Hudson Pkwy W, Unit 312",4555 Henry Hudson Pkwy W,Riverdale,Bronx,"$450,000 ",$360 ,4,2,2,1.5,1,1,"1,250","$1,158 ","$1,158 ",,Co-op/Co-Operative,,Co-op,Sold,60,11/4/20,6/8/20,"$475,000 ","$475,000 ",8/6/20,"$450,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020111001391001"" target=""_blank"">Verified by Public Record</a>",11/2/20,,,10471,,,"Balcony
Playground
Common Outdoor Space
Private Outdoor Space",1953,Doorman,159,
"601 Pelham Pkwy N, Unit 515",601 Pelham Pkwy N,Bronxwood,Bronx,"$229,000 ",$269 ,3,1,1,1,1,,850,$685 ,$685 ,,Co-op/Co-Operative,Attached,Co-op,Sold,250,11/4/20,9/5/19,,"$229,000 ",8/14/20,"$229,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020111000756001"" target=""_blank"">Verified by Public Record</a>",11/2/20,,,10467,,,,1937,,116,
"4525 Henry Hudson Pkwy W, Unit 305",4525 Henry Hudson Pkwy W,Riverdale,Bronx,"$370,000 ",,,,,,,,,,,,Co-op,,Co-op,Sold,,,,,,,"$370,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020111000480001"" target=""_blank"">Public Record Only</a>",11/2/20,,,10471,,,Common Outdoor Space,1953,,145,
