Address,Building Name,Neighborhood,City,Price (Last Known),PPSF,R,Bd,Total Ba,MLS Ba,Full Ba,HBa,Sq Ft,Monthly Fees,Monthly Fees & Taxes,Taxes Per Mo.,MLS Property Type,MLS Property Subtype,Compass Property Type,Status,DOM,Updated Date,Listed Date,Listed Price,Last Asking,Contract Date,Sold Price,Closed Price Verification,Sold Date,Open House,Open House Type,ZIP,Building Size,Lot Size,Outdoor Space,Year Built,Service Level,Building Units,Notes,,
"155 W 11th St, Unit PH6WEST",The Greenwich Lane,West Village,Manhattan,"$17,999,000","$4,813",8,5,6,5.5,5,1,"3,740","$6,824","$15,406","$8,582",Condo,,Condo,Sold,,,,,,,,,,,,,,,,,,,,,
"88 Bleecker St, Unit 1A",Atrium,Greenwich Village,Manhattan,"$400,000",,3,Alcove,1,1,1,,,$823,$823,,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
43 W 12th St,43 W 12th St,Greenwich Village,Manhattan,"$5,950,000","$2,601",10,4,,4,,,"2,288",,"$3,723","$3,724",House/Building,Single Family,Townhouse/Single Family,Sold,,,,,,,,,,,,,,,,,,,,,
42 W 12th St,42 W 12th St,Greenwich Village,Manhattan,"$17,000,000","$2,095",14,6,,7,,,"8,113",,,,House/Building,Single Family,Townhouse/Single Family,Sold,,,,,,,,,,,,,,,,,,,,,
"161 9th Ave, Unit 1A",161 9th Ave,Chelsea,Manhattan,"$1,557,500","$1,558",5,2,2,1.5,1,1,"1,000","$1,485","$1,485",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"115 Morton St, Unit GB",West Village Houses,West Village,Manhattan,"$705,000",,3,1,1,1,1,,,$784,$784,,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"7 W 96th St, Unit 2C",7 W 96th St,Upper West Side,Manhattan,"$1,575,000",,6,3,2,2,2,,,"$2,573","$2,573",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"650 6th Ave, Unit 6A",The Cammeyer,Flatiron,Manhattan,"$1,875,000","$1,465",4,2,2,2,2,,"1,280","$1,540","$3,108","$1,568",Condo,,Condo,Sold,,,,,,,,,,,,,,,,,,,,,
"146 Church St, Unit 4",Rogue,TriBeCa,Manhattan,"$2,750,000","$1,493",5,3,2,2,2,,"1,842","$2,194","$3,449","$1,255",Condo,,Condo,Sold,,,,,,,,,,,,,,,,,,,,,
"200 Chambers St, Unit 7EF",200 Chambers St,TriBeCa,Manhattan,"$2,995,000","$1,999",5,2,2,2,2,,"1,498","$1,639","$3,322","$1,683",Condo,,Condo,Sold,,,,,,,,,,,,,,,,,,,,,
"77 7th Ave, Unit 14L",The Vermeer,Chelsea,Manhattan,"$799,000",,3,1,1,1,1,,,$973,$973,,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"101 W 81st St, Unit 501",101 W 81st St,Upper West Side,Manhattan,"$1,300,000",,4,2,2,2,2,,,"$2,296","$2,296",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"33 5th Ave, Unit 7AB",33 5th Ave,Greenwich Village,Manhattan,"$5,400,000",,,3,,3,3,,,"$4,618","$4,618",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"305 W 18th St, Unit 5B",305 W 18th St,Chelsea,Manhattan,"$925,000",,3,1,1,1,1,,,$485,"$1,123",$638,Condo,,Condo,Sold,,,,,,,,,,,,,,,,,,,,,
"200 E 16th St, Unit 18F",200 East Owners Corp.,Gramercy,Manhattan,"$787,500",,3,1,1,1,1,,,"$1,527","$1,527",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"155 W 20th St, Unit 4G",The Chelsea Warren,Chelsea,Manhattan,"$999,000","$1,175",4,1,1,1,1,,850,"$1,288","$1,288",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"65 Central Park W, Unit 15A",65 Central Park W,Upper West Side,Manhattan,"$1,912,500",,6,3,2,2,2,,,"$2,792","$2,792",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"400 Central Park W, Unit 10C",CPW Towers,Upper West Side,Manhattan,"$1,991,900",,5,2,2,2,2,,,"$1,025","$1,370",$345,Condo,,Condo,Sold,,,,,,,,,,,,,,,,,,,,,
"30 Park Pl, Unit 40E",30 Park Pl,TriBeCa,Manhattan,"$3,800,000","$2,118",5,3,3,2.5,2,1,"1,794","$1,549","$5,440","$3,891",Condo,,Condo,Sold,,,,,,,,,,,,,,,,,,,,,
"250 W 15th St, Unit 2F",250 W 15th St,Chelsea,Manhattan,"$875,000",,3,1,1,1,1,,,"$1,225","$1,225",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"248 E 7th St, Unit 34",248 E 7th St,East Village,Manhattan,"$560,000",,2,1,1,1,1,,,"$1,266","$1,266",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"14 Horatio St, Unit 12C",14 Horatio St,West Village,Manhattan,"$800,000",,3,1,1,1,1,,,"$1,412","$1,412",,Co-op/Co-Operative,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"250 W 15th St, Unit 2DG",250 W 15th St,Chelsea,Manhattan,"$1,070,600","$1,071",3,1,1,1,1,,"1,000","$1,417","$1,417",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
111 Waverly Pl,111 Waverly Pl,Greenwich Village,Manhattan,"$18,350,000","$2,159",14,7,,6.5,,,"8,500",,"$6,462","$6,462",House/Building,Single Family,Townhouse/Single Family,Sold,,,,,,,,,,,,,,,,,,,,,
"105 E 19th St, Unit 1C",105 East 19th Street,Gramercy,Manhattan,"$770,000","$1,185",3,1,1,1,1,,650,"$1,178","$1,178",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"205 3rd Ave, Unit 9M",Gramercy Park Towers,Gramercy,Manhattan,"$688,500",,3,1,1,1,1,,,"$1,068","$1,068",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"231 W 21st St, Unit 3F",231 W 21st St,Chelsea,Manhattan,"$790,000",,4,2,1,1,1,,,"$1,285","$1,285",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"280 Park Ave S, Unit 22L",The Gramercy Place Condo,Flatiron,Manhattan,"$1,652,500","$1,482",2,2,2,2,2,,"1,115","$1,271","$3,345","$2,074",Condo,,Condo,Sold,,,,,,,,,,,,,,,,,,,,,
"17 W 100th St, Unit PH5",17 W 100th St,Upper West Side,Manhattan,"$1,305,000",$768,7,3,2,2,2,,"1,700","$1,720","$1,720",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"58 W 106th St, Unit GARDEN",58 W 106th St,Upper West Side,Manhattan,"$999,000",$822,4,2,2,1.5,1,1,"1,215","$1,024","$1,573",$549,,,Condo,Sold,,,,,,,,,,,,,,,,,,,,,
"121 W 19th St, Unit 7F",The Lion's Head Condominium,Chelsea,Manhattan,"$1,810,000","$1,374",3,1,1,1,1,,"1,317","$1,274","$3,357","$2,083",Condo,,Condo,Sold,,,,,,,,,,,,,,,,,,,,,
"25 Murray St, Unit 6G",Tribeca Space,TriBeCa,Manhattan,"$1,980,000","$1,229",4,2,2,2,2,,"1,611","$1,306","$3,088","$1,782",Condo,,Condo,Sold,,,,,,,,,,,,,,,,,,,,,
"375 Riverside Dr, Unit 5E",375 Riverside Dr,Upper West Side,Manhattan,"$1,325,000",,5,2,2,2,2,,,"$2,102","$2,102",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"410 W 24th St, Unit 17A",London Terrace Towers,Chelsea,Manhattan,"$2,800,000",,4,2,2,2,2,,,"$4,080","$4,080",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"270 W 17th St, Unit PHB",The Grand Chelsea,Chelsea,Manhattan,"$1,280,000",,4,1,2,2,2,,,$984,"$2,519","$1,535",Condo,,Condo,Sold,,,,,,,,,,,,,,,,,,,,,
"1 W 67th St, Unit 715",Hotel des Artistes,Upper West Side,Manhattan,"$2,650,000",,6,3,3,2.5,2,1,,"$3,956","$3,956",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"55 Central Park W, Unit 2E",55 Central Park W,Upper West Side,Manhattan,"$2,200,000","$1,100",6,2,3,3,3,,"2,000","$5,695","$5,695",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"327 E 3rd St, Unit 3E",327 E 3rd St,East Village,Manhattan,"$495,000",,3,1,1,1,1,,,$268,$268,,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"248 E 7th St, Unit 24",248 E 7th St,East Village,Manhattan,"$510,000",,3,1,1,1,1,,,$633,$633,,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"77 7th Ave, Unit 14V",The Vermeer,Chelsea,Manhattan,"$1,115,000",,4,1,1,1,1,,,"$1,357","$1,357",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"311 W 97th St, Unit 5W",The Von Colon,Upper West Side,Manhattan,"$1,765,000",,5,3,2,2,2,,,"$1,897","$1,897",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"253 E 7th St, Unit 3A",253 E 7th St,East Village,Manhattan,"$1,257,500","$1,774",3,1,1,1,1,,709,$554,$907,$353,Condo,,Condo,Sold,,,,,,,,,,,,,,,,,,,,,
"555 W 23rd St, Unit S15F",555 W 23,Chelsea,Manhattan,"$1,600,000","$1,269",4,2,2,2,2,,"1,261","$1,636","$3,229","$1,593",Condo,,Condo,Sold,,,,,,,,,,,,,,,,,,,,,
"11 Riverside Dr, Unit 1STE",The Schwab House,Upper West Side,Manhattan,"$1,740,000",,7,3,2,2,2,,,"$3,105","$3,105",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"333 W 22nd St, Unit PHD",333 W 22nd St,Chelsea,Manhattan,"$1,195,000",,4,1,2,1.5,1,1,,"$2,024","$2,024",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"258 Broadway, Unit 2A",City Hall Tower,TriBeCa,Manhattan,"$2,250,000","$1,355",3,2,2,2,2,,"1,661","$2,952","$2,952",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"302 W 12th St, Unit 11F",302 W 12th St,West Village,Manhattan,"$1,915,000","$2,128",4,1,1,1,1,,900,"$1,028","$2,184","$1,156",Condo,,Condo,Sold,,,,,,,,,,,,,,,,,,,,,
"270 Broadway, Unit 17DT",Tower 270,TriBeCa,Manhattan,"$2,850,000","$1,648",5,2,2,2,2,,"1,729","$2,783","$4,386","$1,603",Condo,,Condo,Sold,,,,,,,,,,,,,,,,,,,,,
"250 W 15th St, Unit 6A",250 W 15th St,Chelsea,Manhattan,"$890,000",,3,1,1,1,1,,,"$1,135","$1,135",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"4 W 16th St, Unit 5B",4 W 16th St,Flatiron,Manhattan,"$1,865,000",,4,2,2,2,2,,,"$2,886","$2,886",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"130 E 18th St, Unit 15E",Gramercy Plaza,Gramercy,Manhattan,"$840,000",,3,1,1,1,1,,,"$1,395","$1,395",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"430 W 23rd St, Unit PH E",430 W 23rd St,Chelsea,Manhattan,"$2,150,000",,5,3,2,2,2,,,"$2,078","$2,078",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"49 Chambers St, Unit 10G",49 Chambers,TriBeCa,Manhattan,"$1,790,000","$1,558",4,1,2,1.5,1,1,"1,149",$827,"$2,531","$1,704",Condo,,Condo,Sold,,,,,,,,,,,,,,,,,,,,,
"211 Thompson St, Unit 5B",211 Thompson St,Greenwich Village,Manhattan,"$395,000",,2,Studio,1,1,1,,,$932,$932,,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"121 W 19th St, Unit 3B",The Lion's Head Condominium,Chelsea,Manhattan,"$2,475,000","$1,289",5,2,2,2,2,,"1,920","$1,793","$3,898","$2,105",Condo,,Condo,Sold,,,,,,,,,,,,,,,,,,,,,
"55 Prince St, Unit 5R",55 Prince St,NoLita,Manhattan,"$4,000,000","$2,222",6,2,2,2.5,2,1,"1,800","$2,188","$2,188",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"655 6th Ave, Unit 3K",655 6th Ave,Chelsea,Manhattan,"$1,580,000","$1,575",4,1,2,1.5,1,1,"1,003","$1,172","$1,172",,Condo,,Condo,Sold,,,,,,,,,,,,,,,,,,,,,
"11 5th Ave, Unit 12LM",The Brevoort,Greenwich Village,Manhattan,"$3,400,000",,7,3,3,3,3,,,"$4,612","$4,612",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"92 Warren St, Unit 3/4W",92 Warren St,TriBeCa,Manhattan,"$3,875,000","$1,630",5,3,3,3,3,,"2,378","$2,426","$5,425","$2,999",Condo,,Condo,Sold,,,,,,,,,,,,,,,,,,,,,
"311 E 3rd St, Unit 12",311 E 3rd St,East Village,Manhattan,"$500,000",,3,1,1,1,1,,,$388,$388,,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"55 W 17th St, Unit 403",55 W 17th St,Flatiron,Manhattan,"$1,425,000","$1,808",3,1,1,1,1,,788,"$1,042","$2,498","$1,456",Condo,,Condo,Sold,,,,,,,,,,,,,,,,,,,,,
"2 Park Pl, Unit 46B",The Woolworth Tower Residences,TriBeCa,Manhattan,"$2,500,000","$1,932",3,1,2,1.5,1,1,"1,294","$2,187","$4,010","$1,823",Condo,,Condo,Sold,,,,,,,,,,,,,,,,,,,,,
"124 W 16th St, Unit 6EAST",124 W 16th St,Chelsea,Manhattan,"$3,200,000","$2,081",5,2,2,2,2,,"1,538",$671,"$2,621","$1,950",Condo,,Condo,Sold,,,,,,,,,,,,,,,,,,,,,
"250 W 15th St, Unit 4I",250 W 15th St,Chelsea,Manhattan,"$845,000","$1,207",4,1,1,1,1,,700,"$1,079","$1,079",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"67 E 11th St, Unit 204",Cast Iron Building,Greenwich Village,Manhattan,"$635,000",,3,Alcove,1,1,1,,,"$1,035","$1,035",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"37 W 93rd St, Unit 6",37 W 93rd St,Upper West Side,Manhattan,"$1,650,000",,6,3,2,2,2,,,"$1,946","$1,946",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"30 Park Pl, Unit 65A",30 Park Pl,TriBeCa,Manhattan,"$9,300,000","$2,514",7,4,5,5,5,,"3,700","$3,293","$11,826","$8,533",Condo,,Condo,Sold,,,,,,,,,,,,,,,,,,,,,
"142 E 16th St, Unit 2E",The Gramercy Spire,Gramercy,Manhattan,"$738,000",$868,4,1,1,1,1,,850,"$1,392","$1,392",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"426-428 Broome St, Unit 1R",426-428 Broome St,SoHo,Manhattan,"$2,300,000",$938,5,2,2,2,2,,"2,452","$2,847","$2,847",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"40 W 67th St, Unit 7A",40 W 67th St,Upper West Side,Manhattan,"$2,020,000",,5,2,2,2,2,,,"$2,989","$2,989",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"160 W 77th St, Unit 4C",160 W 77th St,Upper West Side,Manhattan,"$1,260,400",,5,2,2,2,2,,,"$1,701","$1,701",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"41 5th Ave, Unit 8C",41 5th Ave,Greenwich Village,Manhattan,"$1,113,000",,,1,,1,1,,,,,,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"514 Broadway, Unit 2E",514 Broadway,SoHo,Manhattan,"$3,300,000","$1,886",5,2,2,2,2,,"1,750","$1,647","$1,647",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"161 W 16th St, Unit 7L",161 W 16th St,Chelsea,Manhattan,"$1,080,000",$939,4,2,2,2,2,,"1,150","$2,650","$2,650",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"340 Riverside Dr, Unit 15D",340 Riverside Dr,Upper West Side,Manhattan,"$1,750,000",,6,2,2,2,2,,,"$3,361","$3,361",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"270 W 11th St, Unit 5G",270 W 11th St,West Village,Manhattan,"$735,000",,3,1,1,1,1,,,"$1,074","$1,074",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"270 W 11th St, Unit 5G",270 W 11th St,West Village,Manhattan,"$735,000",,3,1,1,1,1,,,"$1,074","$1,074",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"241 E 7th St, Unit 6B",241 E 7th St,East Village,Manhattan,"$481,000",,3,1,1,1,1,,,$600,$600,,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"146 Church St, Unit 5",Rogue,TriBeCa,Manhattan,"$2,675,000","$1,452",5,3,2,2,2,,"1,842","$2,195","$3,450","$1,255",Condo,,Condo,Sold,,,,,,,,,,,,,,,,,,,,,
132 W 11th St,132 W 11th St,West Village,Manhattan,"$18,000,000","$2,727",13,4,,7,,,"6,600",,"$2,676","$2,676",House/Building,All Multi Family/Two Family/Undefined Multi Family,Townhouse/Multi Family,Sold,,,,,,,,,,,,,,,,,,,,,
132 W 11th St,132 W 11th St,West Village,Manhattan,"$18,000,000","$2,727",13,4,7,7,5,4,"6,600",,"$2,676","$2,676",House/Building,All Multi Family/Two Family,Townhouse/Multi Family,Sold,,,,,,,,,,,,,,,,,,,,,
"100 W 93rd St, Unit 16G",100 West,Upper West Side,Manhattan,"$1,200,000","$1,619",4,1,1,1,1,,741,$633,"$1,016",$383,Condo,,Condo,Sold,,,,,,,,,,,,,,,,,,,,,
"254 Park Ave S, Unit 11K",254 PAS,Flatiron,Manhattan,"$1,450,000",,4,1,2,2,2,,,$855,"$2,396","$1,542",Condo,,Condo,Sold,,,,,,,,,,,,,,,,,,,,,
"125 W 22nd St, Unit 2B",Verde Chelsea,Chelsea,Manhattan,"$1,925,000","$1,225",5,2,3,2.5,2,1,"1,572","$2,090","$4,415","$2,325",Condo,,Condo,Sold,,,,,,,,,,,,,,,,,,,,,
"45 5th Ave, Unit 14C",45 5th Ave,Greenwich Village,Manhattan,"$850,000",,,1,,1,,,,$934,$934,,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"30 E 21st St, Unit 7A",30 E 21st St,Flatiron,Manhattan,"$1,898,000","$1,186",5,2,2,2,2,,"1,600","$3,947","$3,947",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"514 W 24th St, Unit 3W",The Fitzroy,Chelsea,Manhattan,"$4,625,000","$1,974",6,3,3,3,3,,"2,343","$3,080","$7,204","$4,124",Condo,,Condo,Sold,,,,,,,,,,,,,,,,,,,,,
"700 Washington St, Unit GA",West Village Houses,West Village,Manhattan,"$1,725,000",,4,2,2,2,2,,,"$1,719","$1,719",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"30 Park Pl, Unit 51A",30 Park Pl,TriBeCa,Manhattan,"$5,450,000","$2,465",6,3,4,3.5,3,1,"2,211","$1,964","$6,848","$4,884",Condo,,Condo,Sold,,,,,,,,,,,,,,,,,,,,,
"146 Church St, Unit 3",Rogue,TriBeCa,Manhattan,"$2,622,600","$1,424",5,3,2,2,2,,"1,842","$2,194","$3,449","$1,255",Condo,,Condo,Sold,,,,,,,,,,,,,,,,,,,,,
"40 E 9th St, Unit 8H",The Sheridan,Greenwich Village,Manhattan,"$1,230,000",,,1,,1,1,,,"$1,425","$1,425",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"15 W 72nd St, Unit 19A",Mayfair Towers,Upper West Side,Manhattan,"$2,372,500","$1,318",5,3,2,2,2,,"1,800","$3,759","$3,759",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"30 Warren St, Unit 3C",30 WARREN,TriBeCa,Manhattan,"$3,275,000","$1,967",4,2,3,2.5,2,1,"1,665","$2,123","$3,900","$1,777",Condo,,Condo,Sold,,,,,,,,,,,,,,,,,,,,,
"122 Spring St, Unit 3N",122 Spring St,SoHo,Manhattan,"$3,100,000",,5,2,2,2,2,,,"$1,900","$1,900",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"125 W 22nd St, Unit 3A",Verde Chelsea,Chelsea,Manhattan,"$1,172,000","$1,236",3,1,1,1,1,,948,"$1,294","$2,303","$1,009",Condo,,Condo,Sold,,,,,,,,,,,,,,,,,,,,,
"130 W 17th St, Unit 4S",130 W 17th St,Chelsea,Manhattan,"$1,027,500",$819,3,1,1,1,1,,"1,255","$2,188","$2,188",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"100 W 18th St, Unit 3E",100 W 18th St,Chelsea,Manhattan,"$1,525,000","$1,751",4,1,2,1.5,1,1,871,"$1,209","$2,501","$1,292",Condo,,Condo,Sold,,,,,,,,,,,,,,,,,,,,,
"49 Chambers St, Unit 14C",49 Chambers,TriBeCa,Manhattan,"$2,025,000","$1,570",5,1,2,1.5,1,1,"1,290",$930,"$3,012","$2,082",Condo,,Condo,Sold,,,,,,,,,,,,,,,,,,,,,
"49 Chambers St, Unit 8C",49 Chambers,TriBeCa,Manhattan,"$1,895,000","$1,469",5,1,2,1.5,1,1,"1,290",$897,"$2,648","$1,751",Condo,,Condo,Sold,,,,,,,,,,,,,,,,,,,,,
"35 Riverside Dr, Unit 1",35 Riverside Dr,Upper West Side,Manhattan,"$1,050,000",,4,2,2,2,2,,,"$1,950","$1,950",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"302 W 12th St, Unit 2H",302 W 12th St,West Village,Manhattan,"$1,200,000","$1,498",4,1,1,1,1,,801,$731,"$1,502",$771,Condo,,Condo,Sold,,,,,,,,,,,,,,,,,,,,,
"113 Prince St, Unit 5ER",113 Prince St,SoHo,Manhattan,"$1,820,000","$1,300",5,2,2,2,2,,"1,400","$1,967","$1,967",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"2 5th Ave, Unit 5U",2 5th Ave,Greenwich Village,Manhattan,"$705,000",,2,Studio,1,1,1,,,"$1,034","$1,034",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"40 W 77th St, Unit 5E",40 W 77th St,Upper West Side,Manhattan,"$2,415,000","$1,342",6,2,2,2,2,,"1,800","$3,503","$3,503",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"311 W 76th St, Unit 4",311 W 76th St,Upper West Side,Manhattan,"$1,350,000","$1,227",5,2,2,2,2,,"1,100","$1,481","$1,481",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"72 Reade St, Unit 2S",72 Reade St,TriBeCa,Manhattan,"$5,525,000","$1,399",8,4,,4.5,,,"3,950","$2,147","$4,787","$2,640",Condo,,Condo,Sold,,,,,,,,,,,,,,,,,,,,,
"100 W 81st St, Unit 1C/2C",100 W 81st St,Upper West Side,Manhattan,"$1,650,000",,5,2,3,2.5,2,1,,"$2,965","$2,965",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"61 Horatio St, Unit 4F",61 Horatio St,West Village,Manhattan,"$755,000","$1,373",3,1,1,1,1,,550,$872,$872,,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"710 W End Ave, Unit 16A",710 W End Ave,Upper West Side,Manhattan,"$1,250,000","$1,000",5,2,2,2,2,,"1,250","$2,617","$2,617",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"101 W 24th St, Unit 14B",Chelsea Stratus,Chelsea,Manhattan,"$2,200,000","$1,771",4,2,2,2,2,,"1,242","$1,150","$1,150",,Condo,,Condo,Sold,,,,,,,,,,,,,,,,,,,,,
"167 Perry St, Unit 3N",167 Perry St,West Village,Manhattan,"$1,155,000","$1,444",3,1,1,1,1,,800,"$2,387","$2,387",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"60 Gramercy Park N, Unit 8H",60 Gramercy Park N,Gramercy,Manhattan,"$1,600,000","$1,455",4,2,2,1.5,1,1,"1,100","$2,392","$2,392",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"45 Crosby St, Unit 4N",45 Crosby St,SoHo,Manhattan,"$3,250,000","$1,548",5,2,,2,,,"2,100","$1,850","$1,850",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"468 W Broadway, Unit 6C",The West Broadway Arches,SoHo,Manhattan,"$3,740,000","$1,679",5,2,3,3,3,,"2,228","$3,512","$3,512",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"710 W End Ave, Unit 9A",710 W End Ave,Upper West Side,Manhattan,"$1,150,000",,4,2,2,2,2,,,"$2,419","$2,419",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"49 Chambers St, Unit 11B",49 Chambers,TriBeCa,Manhattan,"$2,890,000","$1,651",6,2,3,2.5,2,1,"1,750","$1,235","$3,725","$2,490",Condo,,Condo,Sold,,,,,,,,,,,,,,,,,,,,,
"49 Chambers St, Unit 6A",49 Chambers,TriBeCa,Manhattan,"$2,900,000","$1,590",4,2,2,2,2,,"1,824","$1,414","$4,249","$2,835",Condo,,Condo,Sold,,,,,,,,,,,,,,,,,,,,,
"30 Park Pl, Unit 56A",30 Park Pl,TriBeCa,Manhattan,"$6,650,000","$2,366",7,4,5,4.5,4,1,"2,811","$2,527","$8,812","$6,285",Condo,,Condo,Sold,,,,,,,,,,,,,,,,,,,,,
"101 W 24th St, Unit 7B",Chelsea Stratus,Chelsea,Manhattan,"$1,450,000","$1,722",4,1,1,1,1,,842,$711,"$2,222","$1,511",Condo,,Condo,Sold,,,,,,,,,,,,,,,,,,,,,
"40 E 21st St, Unit PH",40 E 21st St,Flatiron,Manhattan,"$3,500,000",,5,2,2,2,2,,,"$2,296","$2,296",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"15 W 72nd St, Unit 22N",Mayfair Towers,Upper West Side,Manhattan,"$1,925,000",,5,2,2,2,2,,,"$2,757","$2,757",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"67 Morton St, Unit 3A",67 Morton St,West Village,Manhattan,"$750,000",,3,1,1,1,1,,,"$1,206","$1,206",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"135 W 14th St, Unit 7",Loft 14,Chelsea,Manhattan,"$2,600,000","$1,121",5,2,2,2,,,"2,320","$1,781","$4,452","$2,671",Condo,,Condo,Sold,,,,,,,,,,,,,,,,,,,,,
"274 W 12th St, Unit 4",274 W 12th St,West Village,Manhattan,"$1,385,000","$1,259",4,2,2,2,2,,"1,100",$689,"$1,715","$1,026",Condo,,Condo,Sold,,,,,,,,,,,,,,,,,,,,,
"519 W 23rd St, Unit 3",Highline 519,Chelsea,Manhattan,"$1,970,000","$1,162",5,2,2,2,2,,"1,696","$1,623","$3,438","$1,815",Condo,,Condo,Sold,,,,,,,,,,,,,,,,,,,,,
